,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,house_age,baths_per_bedroom,type_condo_townhome_rowhome_coop,type_condos,type_multi_family,type_single_family,type_townhomes
10743,900000.0,7176.0,2.0,10.0,10.0,10.0,10.0,2.0,1969.0,57.0,1.0,0,0,1,0,0
10744,400490.0,2397.0,2.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
10745,497499.0,2913.0,2.0,4.0,4.0,3.0,3.0,2.0,2020.0,6.0,1.0,0,0,0,1,0
10746,499900.0,3566.0,1.0,6.0,4.0,4.0,4.0,2.0,1992.0,34.0,0.6666666666666666,0,0,0,1,0
10748,69000.0,672.0,1.0,2.0,1.0,1.0,1.0,2.0,2004.0,22.0,0.5,0,0,0,1,0
10749,274990.0,1721.0,1.0,4.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.5,0,0,0,1,0
10750,879990.0,3986.0,1.0,4.0,5.0,4.0,4.0,3.0,2025.0,1.0,1.25,0,0,0,1,0
10751,745710.0,3477.0,2.0,5.0,6.0,5.0,5.0,2.0,2026.0,0.0,1.2,0,0,0,1,0
10752,292000.0,1574.0,1.0,3.0,2.0,2.0,2.0,3.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
10753,270000.0,1681.0,1.0,3.0,2.0,2.0,2.0,2.0,2016.0,10.0,0.6666666666666666,0,0,0,1,0
10754,332500.0,1680.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.6666666666666666,0,0,0,1,0
10755,630000.0,3440.0,1.0,4.0,3.0,3.0,3.0,3.0,2000.0,26.0,0.75,0,0,0,1,0
10756,999995.0,3760.0,2.0,5.0,4.0,4.0,4.0,3.0,2022.0,4.0,0.8,0,0,0,1,0
10757,245000.0,1372.0,1.0,3.0,2.0,2.0,2.0,1.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
10758,625000.0,1953.0,2.0,3.0,2.0,2.0,2.0,2.0,2001.0,25.0,0.6666666666666666,0,0,0,1,0
10759,616990.0,2854.0,2.0,5.0,4.0,4.0,4.0,2.0,2026.0,0.0,0.8,0,0,0,1,0
10760,125000.0,2551.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10761,325000.0,1875.0,1.0,4.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.5,0,0,0,1,0
10762,236900.0,1300.0,1.0,3.0,2.0,2.0,2.0,1.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
10763,253940.0,1749.0,1.0,3.0,3.0,2.0,2.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
10764,230490.0,1382.0,2.0,3.0,3.0,2.0,2.0,1.0,2023.0,3.0,1.0,0,0,0,1,0
10765,289990.0,2378.0,2.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
10766,675000.0,3675.0,2.0,4.0,4.0,3.0,3.0,2.0,2021.0,5.0,1.0,0,0,0,1,0
10767,443020.0,2090.0,1.0,4.0,3.0,3.0,3.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
10768,395743.0,2107.0,1.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
10769,369900.0,2598.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
10770,366000.0,2253.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10771,274999.0,1474.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.6666666666666666,0,0,0,1,0
10772,1790000.0,3756.0,3.0,6.0,6.0,5.0,5.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
10773,395000.0,2552.0,2.0,4.0,3.0,3.0,3.0,2.0,2021.0,5.0,0.75,0,0,0,1,0
10774,288099.0,1801.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
10775,620000.0,2914.0,2.0,4.0,4.0,4.0,4.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
10776,499990.0,2445.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
10777,510000.0,2749.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10778,443229.0,2198.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10779,369900.0,1677.0,1.0,3.0,2.0,2.0,2.0,2.0,2020.0,6.0,0.6666666666666666,0,0,0,1,0
10780,364000.0,1220.0,2.0,2.0,3.0,2.0,2.0,1.0,2014.0,12.0,1.5,0,1,0,0,0
10781,524999.0,2442.0,1.0,4.0,3.0,3.0,3.0,3.0,2025.0,1.0,0.75,0,0,0,1,0
10782,254900.0,1629.0,2.0,3.0,3.0,2.0,2.0,2.0,2019.0,7.0,1.0,0,0,0,1,0
10783,150000.0,2160.0,2.0,4.0,2.0,2.0,2.0,2.0,1970.0,56.0,0.5,0,0,1,0,0
10784,264900.0,1511.0,1.0,3.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
10785,342630.0,2060.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10786,495000.0,2010.0,1.0,3.0,2.0,2.0,2.0,3.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
10787,359500.0,2041.0,1.0,4.0,4.0,3.0,3.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
10788,638000.0,2944.0,1.0,4.0,4.0,3.0,3.0,3.0,2021.0,5.0,1.0,0,0,0,1,0
10789,309990.0,1498.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
10790,379999.0,2231.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10792,254900.0,1517.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
10793,395000.0,2513.0,1.0,4.0,2.0,2.0,2.0,3.0,2023.0,3.0,0.5,0,0,0,1,0
10794,261990.0,1532.0,2.0,3.0,3.0,2.0,2.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
10795,254950.0,1892.0,2.0,5.0,3.0,2.0,2.0,1.0,2025.0,1.0,0.6,0,0,0,1,0
10796,449000.0,1247.0,1.0,3.0,1.0,1.0,1.0,2.0,1940.0,86.0,0.3333333333333333,0,0,0,1,0
10797,310000.0,1628.0,1.0,3.0,2.0,2.0,2.0,2.0,2019.0,7.0,0.6666666666666666,0,0,0,1,0
10798,281900.0,1571.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
10799,361400.0,1633.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10800,670990.0,3343.0,2.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
10801,324990.0,2235.0,2.0,4.0,3.0,2.0,2.0,3.0,2025.0,1.0,0.75,0,0,0,1,0
10803,553990.0,2927.0,1.0,4.0,3.0,3.0,3.0,3.0,2025.0,1.0,0.75,0,0,0,1,0
10804,450000.0,2295.0,2.0,4.0,3.0,3.0,3.0,2.0,2021.0,5.0,0.75,0,0,0,1,0
10805,335000.0,1996.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10806,339950.0,1784.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
10807,450000.0,2517.0,1.0,4.0,4.0,3.0,3.0,3.0,2021.0,5.0,1.0,0,0,0,1,0
10808,580500.0,2958.0,2.0,4.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
10809,544900.0,2909.0,1.0,4.0,4.0,3.0,3.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
10810,195999.0,1354.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10811,825000.0,1914.0,1.0,3.0,2.0,2.0,2.0,3.0,1999.0,27.0,0.6666666666666666,0,0,0,1,0
10812,560000.0,1890.0,1.0,4.0,2.0,2.0,2.0,4.0,2001.0,25.0,0.5,0,0,0,1,0
10813,385000.0,2367.0,1.0,4.0,2.0,2.0,2.0,3.0,2022.0,4.0,0.5,0,0,0,1,0
10814,509990.0,3198.0,2.0,4.0,3.0,3.0,3.0,3.0,2025.0,1.0,0.75,0,0,0,1,0
10815,549630.0,2569.0,2.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
10816,374265.0,2014.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10817,254999.0,1867.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
10819,489999.0,3065.0,2.0,5.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.6,0,0,0,1,0
10820,454990.0,2820.0,1.0,4.0,2.0,2.0,2.0,3.0,2023.0,3.0,0.5,0,0,0,1,0
10821,580000.0,2480.0,1.0,4.0,2.0,2.0,2.0,3.0,2024.0,2.0,0.5,0,0,0,1,0
10822,485000.0,3300.0,2.0,6.0,6.0,4.0,4.0,4.0,2026.0,0.0,1.0,0,0,1,0,0
10823,269000.0,1277.0,1.0,2.0,2.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
10824,640000.0,3606.0,1.0,4.0,4.0,2.0,2.0,2.0,2010.0,16.0,1.0,0,0,0,1,0
10825,211199.0,1667.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
10826,694750.0,2746.0,1.0,4.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
10827,242425.0,1283.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
10828,294900.0,1908.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
10829,329900.0,1827.0,3.0,3.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.3333333333333333,0,0,0,1,0
10830,427000.0,2773.0,2.0,4.0,3.0,2.0,2.0,2.0,2019.0,7.0,0.75,0,0,0,1,0
10831,425000.0,2540.0,2.0,5.0,3.0,3.0,3.0,2.0,1962.0,64.0,0.6,0,0,0,1,0
10832,270590.0,1415.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
10833,543000.0,2358.0,3.0,3.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.3333333333333333,0,0,0,0,1
10834,242900.0,1440.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10835,322210.0,1450.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10836,359000.0,1942.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10837,226999.0,1600.0,1.0,4.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.5,0,0,0,1,0
10838,560000.0,2161.0,3.0,3.0,4.0,3.0,3.0,2.0,2025.0,1.0,1.3333333333333333,0,0,0,1,0
10839,286660.0,1548.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10840,474900.0,2581.0,2.0,5.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.6,0,0,0,1,0
10841,313900.0,1841.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
10842,253950.0,1892.0,2.0,5.0,3.0,2.0,2.0,1.0,2025.0,1.0,0.6,0,0,0,1,0
10843,834000.0,3239.0,1.0,4.0,4.0,3.0,3.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
10844,259990.0,1602.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
10845,409000.0,2102.0,1.0,4.0,3.0,3.0,3.0,2.0,2020.0,6.0,0.75,0,0,0,1,0
10846,349900.0,2000.0,1.0,4.0,4.0,3.0,3.0,2.0,2020.0,6.0,1.0,0,0,0,1,0
10847,269000.0,1536.0,1.0,3.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.6666666666666666,0,0,0,1,0
10849,354990.0,2580.0,2.0,4.0,2.0,2.0,2.0,2.0,2020.0,6.0,0.5,0,0,0,1,0
10850,2290000.0,7500.0,2.0,5.0,5.0,4.0,4.0,4.0,2016.0,10.0,1.0,0,0,0,1,0
10851,724000.0,2712.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10852,375000.0,2124.0,1.0,4.0,2.0,2.0,2.0,3.0,2018.0,8.0,0.5,0,0,0,1,0
10853,310000.0,1994.0,1.0,4.0,2.0,2.0,2.0,2.0,2013.0,13.0,0.5,0,0,0,1,0
10855,370000.0,2060.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
10856,395000.0,1978.0,1.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
10857,429000.0,2550.0,1.0,3.0,3.0,2.0,2.0,2.0,2019.0,7.0,1.0,0,0,0,1,0
10858,825000.0,2657.0,4.0,3.0,4.0,3.0,3.0,2.0,2025.0,1.0,1.3333333333333333,0,0,0,1,0
10859,799900.0,6624.0,2.0,8.0,12.0,12.0,12.0,2.0,2025.0,1.0,1.5,0,0,1,0,0
10860,389900.0,3300.0,1.0,4.0,3.0,2.0,2.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
10861,237500.0,1360.0,1.0,3.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.6666666666666666,0,0,0,1,0
10862,480000.0,2287.0,1.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
10863,515000.0,2159.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10864,1699000.0,4140.0,1.0,4.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.25,0,0,0,1,0
10865,584390.0,3154.0,2.0,5.0,4.0,4.0,4.0,2.0,2026.0,0.0,0.8,0,0,0,1,0
10866,625000.0,2774.0,1.0,5.0,3.0,3.0,3.0,3.0,2021.0,5.0,0.6,0,0,0,1,0
10867,658900.0,3546.0,2.0,5.0,4.0,4.0,4.0,3.0,2026.0,0.0,0.8,0,0,0,1,0
10868,402990.0,1846.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
10869,598900.0,2006.0,1.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
10870,941500.0,1672.0,2.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,1,0,0,0
10871,307990.0,1679.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10872,499900.0,960.0,1.0,2.0,3.0,3.0,3.0,1.0,1970.0,56.0,1.5,0,0,0,1,0
10873,270000.0,1950.0,2.0,4.0,3.0,2.0,2.0,2.0,2024.0,2.0,0.75,0,0,0,1,0
10874,329995.0,2496.0,2.0,4.0,3.0,2.0,2.0,2.0,2014.0,12.0,0.75,0,0,0,1,0
10875,325990.0,2000.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
10876,345000.0,2564.0,2.0,4.0,3.0,2.0,2.0,2.0,1990.0,36.0,0.75,0,0,0,1,0
10877,449900.0,2322.0,2.0,4.0,3.0,3.0,3.0,2.0,2019.0,7.0,0.75,0,0,0,1,0
10878,235999.0,1484.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
10880,292000.0,1772.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10881,519900.0,2838.0,2.0,5.0,4.0,3.0,3.0,3.0,2025.0,1.0,0.8,0,0,0,1,0
10882,472500.0,3077.0,2.0,4.0,3.0,2.0,2.0,2.0,2021.0,5.0,0.75,0,0,0,1,0
10883,173890.0,1535.0,2.0,4.0,3.0,2.0,2.0,1.0,2023.0,3.0,0.75,0,0,0,1,0
10884,950000.0,4033.0,2.0,5.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
10885,515000.0,2500.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
10886,254980.0,1512.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
10887,200000.0,1800.0,1.0,3.0,2.0,2.0,2.0,2.0,2013.0,13.0,0.6666666666666666,0,0,0,1,0
10888,638500.0,1622.0,2.0,2.0,2.0,2.0,2.0,4.0,1996.0,30.0,1.0,0,0,0,1,0
10889,155000.0,1260.0,1.0,3.0,1.0,1.0,1.0,2.0,1930.0,96.0,0.3333333333333333,0,0,0,1,0
10890,234999.0,1922.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10891,699990.0,3116.0,1.0,4.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.25,0,0,0,1,0
10892,674900.0,1569.0,2.0,5.0,3.0,3.0,3.0,2.0,2015.0,11.0,0.6,0,0,0,1,0
10893,235000.0,1309.0,1.0,3.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
10894,899000.0,3200.0,2.0,4.0,5.0,4.0,4.0,2.0,2025.0,1.0,1.25,0,0,0,1,0
10895,95000.0,774.0,1.0,3.0,1.0,1.0,1.0,2.0,1982.0,44.0,0.3333333333333333,0,0,0,1,0
10896,302535.0,1925.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10897,260000.0,1643.0,1.0,3.0,2.0,2.0,2.0,2.0,2019.0,7.0,0.6666666666666666,0,0,0,1,0
10898,633929.0,4233.0,2.0,5.0,5.0,4.0,4.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
10899,387670.0,1657.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10900,277900.0,1349.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10901,280990.0,1565.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
10902,450000.0,2237.0,1.0,3.0,2.0,2.0,2.0,2.0,1978.0,48.0,0.6666666666666666,0,0,0,1,0
10903,580000.0,618.0,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,4.0,1.0,0,1,0,0,0
10904,549990.0,2075.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,0,1
10905,679000.0,4899.0,2.0,5.0,3.0,3.0,3.0,2.0,2009.0,17.0,0.6,0,0,0,1,0
10906,750000.0,3723.0,1.0,4.0,5.0,4.0,4.0,3.0,2024.0,2.0,1.25,0,0,0,1,0
10907,334231.0,1800.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10909,309940.0,2203.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10910,990000.0,4353.0,2.0,5.0,6.0,5.0,5.0,3.0,2024.0,2.0,1.2,0,0,0,1,0
10911,285999.0,2024.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10912,682968.0,3008.0,1.0,4.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.25,0,0,0,1,0
10913,519000.0,1818.0,1.0,3.0,3.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
10914,679990.0,3204.0,2.0,5.0,4.0,4.0,4.0,3.0,2023.0,3.0,0.8,0,0,0,1,0
10915,629900.0,1792.0,1.0,3.0,2.0,2.0,2.0,2.0,1995.0,31.0,0.6666666666666666,0,0,0,1,0
10916,649900.0,3203.0,2.0,5.0,5.0,4.0,4.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
10917,272999.0,1876.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
10918,385000.0,2552.0,2.0,5.0,3.0,2.0,2.0,2.0,2021.0,5.0,0.6,0,0,0,1,0
10919,647000.0,4475.0,2.0,5.0,5.0,4.0,4.0,3.0,2026.0,0.0,1.0,0,0,0,1,0
10920,599990.0,3092.0,1.0,4.0,4.0,3.0,3.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
10921,365000.0,2196.0,1.0,4.0,3.0,3.0,3.0,2.0,2019.0,7.0,0.75,0,0,0,1,0
10922,381049.0,2371.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
10923,337990.0,1866.0,2.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10924,349900.0,2222.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
10925,394690.0,3198.0,2.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
10926,189990.0,1072.0,2.0,2.0,3.0,2.0,2.0,2.0,2026.0,0.0,1.5,0,0,0,1,0
10927,1150000.0,4281.0,1.0,3.0,3.0,2.0,2.0,3.0,2009.0,17.0,1.0,0,0,0,1,0
10928,299999.0,1246.0,1.0,3.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
10929,164999.0,1380.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10930,239990.0,1412.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
10931,405000.0,1903.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
10932,55000.0,800.0,1.0,2.0,1.0,1.0,1.0,2.0,2024.0,2.0,0.5,0,0,0,1,0
10933,789900.0,3834.0,2.0,5.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
10934,521515.0,2121.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10935,499900.0,2980.0,1.0,4.0,3.0,3.0,3.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
10937,585000.0,3534.0,2.0,7.0,3.0,3.0,3.0,3.0,1994.0,32.0,0.42857142857142855,0,0,0,1,0
10938,350000.0,1696.0,1.0,3.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.6666666666666666,0,0,0,1,0
10939,223500.0,789.0,2.0,2.0,1.0,1.0,1.0,1.0,1963.0,63.0,0.5,0,0,0,0,1
10940,870000.0,2000.0,1.0,3.0,2.0,2.0,2.0,2.0,1952.0,74.0,0.6666666666666666,0,0,0,1,0
10941,57500.0,745.0,1.0,1.0,1.0,1.0,1.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
10942,574990.0,1905.0,1.0,4.0,2.0,2.0,2.0,2.0,1950.0,76.0,0.5,0,0,0,1,0
10943,330000.0,2145.0,1.0,3.0,3.0,3.0,3.0,2.0,2003.0,23.0,1.0,0,0,0,1,0
10944,408000.0,2560.0,2.0,8.0,6.0,4.0,4.0,2.0,2006.0,20.0,0.75,0,0,1,0,0
10945,435000.0,2592.0,1.0,4.0,3.0,3.0,3.0,2.0,2024.0,2.0,0.75,0,0,0,1,0
10946,774988.0,2368.0,1.0,3.0,3.0,2.0,2.0,3.0,2019.0,7.0,1.0,0,0,0,1,0
10947,458000.0,3290.0,2.0,4.0,4.0,3.0,3.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
10948,320000.0,1650.0,1.0,3.0,2.0,2.0,2.0,2.0,2009.0,17.0,0.6666666666666666,0,0,0,1,0
10949,549900.0,3118.0,2.0,5.0,3.0,3.0,3.0,2.0,2022.0,4.0,0.6,0,0,0,1,0
10950,349990.0,1960.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10951,248950.0,1347.0,1.0,3.0,2.0,2.0,2.0,2.0,2000.0,26.0,0.6666666666666666,0,0,0,1,0
10952,140000.0,1575.0,1.0,4.0,1.0,1.0,1.0,2.0,1950.0,76.0,0.25,0,0,0,1,0
10953,360000.0,1394.0,2.0,3.0,3.0,2.0,2.0,2.0,2024.0,2.0,1.0,0,0,0,0,1
10954,271990.0,2054.0,2.0,4.0,3.0,2.0,2.0,1.0,2025.0,1.0,0.75,0,0,0,1,0
10955,614429.0,3533.0,2.0,6.0,4.0,4.0,4.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
10956,995000.0,3029.0,1.0,3.0,3.0,2.0,2.0,4.0,2020.0,6.0,1.0,0,0,0,1,0
10957,119000.0,948.0,1.0,2.0,1.0,1.0,1.0,2.0,1970.0,56.0,0.5,0,0,0,1,0
10958,425000.0,1762.0,1.0,3.0,2.0,2.0,2.0,1.0,1970.0,56.0,0.6666666666666666,0,0,0,1,0
10959,323655.0,1878.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10960,170000.0,919.0,2.0,1.0,2.0,1.0,1.0,2.0,1986.0,40.0,2.0,0,1,0,0,0
10963,276000.0,2900.0,1.0,4.0,2.0,2.0,2.0,2.0,1900.0,126.0,0.5,0,0,0,1,0
10964,308999.0,2809.0,2.0,5.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.6,0,0,0,1,0
10965,404999.0,2630.0,2.0,4.0,3.0,2.0,2.0,2.0,2022.0,4.0,0.75,0,0,0,1,0
10966,260000.0,2376.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10967,340490.0,1831.0,1.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
10968,484900.0,3441.0,1.0,4.0,4.0,3.0,3.0,3.0,2013.0,13.0,1.0,0,0,0,1,0
10969,749990.0,2835.0,1.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
10972,470000.0,2735.0,2.0,5.0,3.0,3.0,3.0,2.0,2022.0,4.0,0.6,0,0,0,1,0
10973,499000.0,1500.0,1.0,3.0,2.0,2.0,2.0,1.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
10974,376990.0,2265.0,2.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
10975,429900.0,2060.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10976,1200000.0,1722.0,1.0,0.0,1.0,1.0,1.0,2.0,1962.0,64.0,inf,0,0,0,1,0
10977,225000.0,945.0,1.0,2.0,2.0,1.0,1.0,2.0,2024.0,2.0,1.0,0,0,0,1,0
10978,1750000.0,4244.0,2.0,5.0,7.0,5.0,5.0,4.0,2025.0,1.0,1.4,0,0,0,1,0
10979,279925.0,1614.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
10980,187500.0,2288.0,2.0,5.0,3.0,3.0,3.0,2.0,2022.0,4.0,0.6,0,0,0,1,0
10981,119000.0,1426.0,2.0,2.0,3.0,2.0,2.0,2.0,1975.0,51.0,1.5,0,0,0,0,1
