,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,house_age,baths_per_bedroom,type_condo_townhome_rowhome_coop,type_condos,type_multi_family,type_single_family,type_townhomes
1625,326028.0,2440.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
1626,329490.0,2267.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1627,268990.0,1531.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
1628,388747.0,2416.0,2.0,3.0,3.0,2.0,2.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
1629,344900.0,1600.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1631,349000.0,1460.0,1.0,3.0,2.0,1.0,1.0,2.0,1969.0,57.0,0.6666666666666666,0,0,0,1,0
1632,150000.0,1008.0,1.0,2.0,2.0,2.0,2.0,2.0,1977.0,49.0,1.0,0,0,0,1,0
1633,329990.0,2233.0,2.0,4.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
1634,599000.0,2863.0,2.0,4.0,4.0,4.0,4.0,2.0,2020.0,6.0,1.0,0,0,0,1,0
1635,310000.0,1977.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1636,349990.0,1470.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
1637,450000.0,2592.0,2.0,4.0,3.0,3.0,3.0,2.0,2020.0,6.0,0.75,0,0,0,1,0
1638,630422.0,2988.0,2.0,4.0,4.0,3.0,3.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
1639,294900.0,1618.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.6666666666666666,0,0,0,1,0
1641,307900.0,1508.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1642,84999.0,888.0,1.0,2.0,1.0,1.0,1.0,2.0,2000.0,26.0,0.5,0,0,0,1,0
1643,627618.0,2434.0,2.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1644,621870.0,3022.0,2.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1645,318990.0,2561.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1646,288990.0,1602.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1647,350000.0,2073.0,2.0,4.0,3.0,2.0,2.0,2.0,2024.0,2.0,0.75,0,0,0,1,0
1649,445000.0,2088.0,1.0,3.0,3.0,2.0,2.0,2.0,2019.0,7.0,1.0,0,0,0,1,0
1650,220000.0,1400.0,2.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,1,0,0,0
1651,675000.0,2965.0,2.0,4.0,3.0,3.0,3.0,1.0,2025.0,1.0,0.75,0,0,0,1,0
1652,351900.0,1966.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
1653,349900.0,2405.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1654,314990.0,2032.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1655,555000.0,3179.0,2.0,4.0,4.0,3.0,3.0,2.0,2024.0,2.0,1.0,0,0,0,1,0
1656,314000.0,2010.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1657,399000.0,2499.0,2.0,4.0,3.0,2.0,2.0,2.0,2021.0,5.0,0.75,0,0,0,1,0
1658,314990.0,1589.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1659,355349.0,2062.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
1660,722872.0,4242.0,2.0,5.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
1661,309990.0,1852.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
1662,255000.0,1450.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.6666666666666666,0,0,0,1,0
1663,318990.0,2310.0,2.0,4.0,3.0,3.0,3.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
1664,170000.0,1054.0,1.0,3.0,2.0,1.0,1.0,2.0,1999.0,27.0,0.6666666666666666,0,0,0,1,0
1665,350500.0,2022.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
1667,619000.0,4070.0,2.0,5.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
1668,1275000.0,3926.0,2.0,5.0,3.0,3.0,3.0,3.0,2022.0,4.0,0.6,0,0,0,1,0
1669,509900.0,2134.0,3.0,3.0,4.0,3.0,3.0,2.0,2025.0,1.0,1.3333333333333333,0,0,0,1,0
1670,259990.0,1499.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
1671,387000.0,2014.0,1.0,4.0,3.0,3.0,3.0,2.0,2019.0,7.0,0.75,0,0,0,1,0
1672,180000.0,1400.0,1.0,2.0,2.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1673,464990.0,2210.0,1.0,4.0,3.0,3.0,3.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
1674,670000.0,3381.0,2.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1675,258990.0,1693.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1676,319900.0,1657.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
1677,368000.0,2450.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1678,656000.0,2144.0,1.0,2.0,3.0,2.0,2.0,2.0,2021.0,5.0,1.5,0,0,0,1,0
1679,515000.0,2241.0,2.0,3.0,3.0,2.0,2.0,2.0,2021.0,5.0,1.0,0,0,0,1,0
1680,4750000.0,4892.0,2.0,5.0,6.0,5.0,5.0,3.0,2024.0,2.0,1.2,0,0,0,1,0
1682,355000.0,2218.0,2.0,4.0,3.0,2.0,2.0,2.0,2021.0,5.0,0.75,0,0,0,1,0
1683,649990.0,3714.0,2.0,4.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
1684,340000.0,2174.0,1.0,4.0,3.0,3.0,3.0,2.0,2020.0,6.0,0.75,0,0,0,1,0
1685,275990.0,1836.0,2.0,4.0,3.0,3.0,3.0,2.0,2024.0,2.0,0.75,0,0,0,1,0
1686,512990.0,2649.0,1.0,4.0,4.0,3.0,3.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
1687,256990.0,1335.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1688,345000.0,1497.0,1.0,3.0,2.0,2.0,2.0,2.0,2020.0,6.0,0.6666666666666666,0,0,0,1,0
1689,594990.0,2720.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1690,265000.0,1474.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1691,399876.0,1857.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
1692,830000.0,3631.0,2.0,5.0,5.0,5.0,5.0,2.0,2019.0,7.0,1.0,0,0,0,1,0
1693,260000.0,1324.0,1.0,3.0,2.0,2.0,2.0,2.0,1984.0,42.0,0.6666666666666666,0,0,0,1,0
1694,250000.0,1486.0,1.0,3.0,2.0,2.0,2.0,2.0,2020.0,6.0,0.6666666666666666,0,0,0,1,0
1695,275490.0,1460.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
1696,471100.0,2210.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
1697,550000.0,2536.0,1.0,3.0,3.0,2.0,2.0,3.0,2022.0,4.0,1.0,0,0,0,1,0
1698,849925.0,3092.0,1.0,4.0,4.0,3.0,3.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
1699,359999.0,1810.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1700,295179.0,1622.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1701,318000.0,1848.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
1702,340718.0,2260.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
1705,234900.0,1600.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
1706,389000.0,2010.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1707,220900.0,1123.0,2.0,2.0,3.0,2.0,2.0,2.0,2021.0,5.0,1.5,0,0,0,0,1
1708,435848.0,2507.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1709,168490.0,1360.0,2.0,3.0,3.0,2.0,2.0,1.0,2023.0,3.0,1.0,0,0,0,1,0
1710,516901.0,2574.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1711,754900.0,3164.0,1.0,4.0,4.0,3.0,3.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
1712,474900.0,2545.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1713,419900.0,1350.0,1.0,2.0,3.0,2.0,2.0,2.0,1967.0,59.0,1.5,0,0,0,1,0
1714,740000.0,2665.0,1.0,3.0,2.0,2.0,2.0,4.0,2020.0,6.0,0.6666666666666666,0,0,0,1,0
1715,332950.0,1935.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1716,580000.0,1162.0,1.0,2.0,2.0,2.0,2.0,2.0,2024.0,2.0,1.0,0,1,0,0,0
1717,750000.0,1803.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1718,579900.0,2704.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
1719,424900.0,2588.0,2.0,4.0,4.0,3.0,3.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
1720,449950.0,2304.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1721,585990.0,3560.0,2.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1722,580000.0,2904.0,1.0,4.0,4.0,3.0,3.0,3.0,2021.0,5.0,1.0,0,0,0,1,0
1723,299000.0,1713.0,1.0,3.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
1724,802890.0,3032.0,1.0,4.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.25,0,0,0,1,0
1725,522900.0,2346.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1726,399990.0,2873.0,2.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
1727,771716.0,4314.0,2.0,6.0,4.0,4.0,4.0,3.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1728,369990.0,2164.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1729,525000.0,3044.0,1.0,4.0,4.0,3.0,3.0,3.0,2022.0,4.0,1.0,0,0,0,1,0
1730,289990.0,1745.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1731,459900.0,4188.0,3.0,5.0,6.0,5.0,5.0,2.0,2024.0,2.0,1.2,0,0,0,1,0
1732,225000.0,1296.0,1.0,3.0,2.0,2.0,2.0,1.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
1733,378000.0,1842.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
1734,255295.0,1892.0,2.0,5.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.6,0,0,0,1,0
1735,975000.0,3000.0,2.0,4.0,4.0,3.0,3.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
1736,325900.0,2154.0,2.0,4.0,4.0,3.0,3.0,2.0,2024.0,2.0,1.0,0,0,0,1,0
1737,250000.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,2018.0,8.0,1.0,0,1,0,0,0
1738,362999.0,1970.0,2.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1739,485000.0,2276.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
1740,384000.0,2063.0,1.0,5.0,3.0,3.0,3.0,2.0,2022.0,4.0,0.6,0,0,0,1,0
1741,2100000.0,2280.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
1742,309990.0,1589.0,2.0,3.0,3.0,2.0,2.0,2.0,2024.0,2.0,1.0,0,1,0,0,0
1743,599900.0,2590.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1744,1199000.0,3991.0,1.0,4.0,5.0,4.0,4.0,4.0,2023.0,3.0,1.25,0,0,0,1,0
1745,434990.0,2408.0,1.0,4.0,3.0,3.0,3.0,2.0,2022.0,4.0,0.75,0,0,0,1,0
1746,389990.0,2262.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1748,373000.0,1853.0,1.0,4.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.5,0,0,0,1,0
1749,570900.0,2388.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
1750,449999.0,2687.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1751,1000000.0,3579.0,1.0,4.0,4.0,3.0,3.0,3.0,2024.0,2.0,1.0,0,0,0,1,0
1752,94500.0,989.0,1.0,2.0,1.0,1.0,1.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
1753,768207.0,3318.0,2.0,4.0,4.0,4.0,4.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
1754,345000.0,2957.0,2.0,4.0,4.0,3.0,3.0,2.0,2019.0,7.0,1.0,0,0,0,1,0
1755,249999.0,1451.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1756,491900.0,3168.0,2.0,6.0,4.0,4.0,4.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1757,274210.0,2218.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1758,325490.0,2681.0,2.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1759,318990.0,1655.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
1760,372120.0,2101.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1761,351999.0,1952.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1762,413990.0,2350.0,1.0,6.0,4.0,4.0,4.0,2.0,2025.0,1.0,0.6666666666666666,0,0,1,0,0
1763,182500.0,1120.0,1.0,3.0,2.0,2.0,2.0,1.0,2024.0,2.0,0.6666666666666666,0,0,0,1,0
1764,236559.0,1548.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1765,897518.0,2617.0,1.0,4.0,3.0,3.0,3.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
1766,238900.0,1055.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1767,261990.0,1302.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1768,349900.0,1206.0,3.0,3.0,3.0,2.0,2.0,2.0,2024.0,2.0,1.0,0,0,0,0,1
1769,274090.0,1675.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
1770,300000.0,1695.0,2.0,3.0,3.0,2.0,2.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
1771,287990.0,2122.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,0,1
1772,449270.0,1883.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
1773,320000.0,1568.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1774,319990.0,2466.0,2.0,5.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.6,0,0,0,1,0
1775,318990.0,2539.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1776,426900.0,2410.0,1.0,4.0,3.0,3.0,3.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
1777,800160.0,3803.0,2.0,5.0,7.0,5.0,5.0,3.0,2026.0,0.0,1.4,0,0,0,1,0
1778,235000.0,1401.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1779,445000.0,2085.0,1.0,3.0,3.0,2.0,2.0,2.0,2020.0,6.0,1.0,0,0,0,1,0
1780,279990.0,1352.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1781,447840.0,2272.0,1.0,4.0,2.0,2.0,2.0,3.0,2023.0,3.0,0.5,0,0,0,1,0
1782,145000.0,773.0,2.0,2.0,2.0,2.0,2.0,2.0,1974.0,52.0,1.0,0,1,0,0,0
1783,589747.0,2151.0,3.0,3.0,4.0,2.0,2.0,2.0,2023.0,3.0,1.3333333333333333,0,0,0,1,0
1784,321590.0,1574.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
1785,369900.0,2298.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1786,243000.0,1414.0,1.0,3.0,3.0,2.0,2.0,1.0,2025.0,1.0,1.0,0,0,0,1,0
1787,207000.0,1522.0,1.0,3.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.6666666666666666,0,0,0,0,1
1788,376490.0,2363.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1789,729000.0,2900.0,1.0,4.0,4.0,3.0,3.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
1790,324999.0,2378.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
1791,353000.0,2408.0,1.0,3.0,3.0,2.0,2.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
1792,362000.0,2012.0,1.0,4.0,3.0,3.0,3.0,2.0,2020.0,6.0,0.75,0,0,0,1,0
1793,256990.0,1266.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
1794,495000.0,2720.0,1.0,4.0,3.0,3.0,3.0,2.0,2009.0,17.0,0.75,0,0,0,1,0
1795,339999.0,2218.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1796,410000.0,2446.0,1.0,4.0,3.0,3.0,3.0,2.0,2022.0,4.0,0.75,0,0,0,1,0
1797,513900.0,2455.0,2.0,3.0,3.0,3.0,3.0,2.0,2025.0,1.0,1.0,0,0,0,0,1
1798,600000.0,1512.0,2.0,3.0,2.0,2.0,2.0,3.0,2003.0,23.0,0.6666666666666666,0,0,0,1,0
1799,350990.0,1924.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
1800,504900.0,2326.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
1801,394642.0,1876.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
1802,1750000.0,5078.0,2.0,3.0,4.0,3.0,3.0,3.0,2020.0,6.0,1.3333333333333333,0,0,0,1,0
1803,312999.0,1952.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1806,215000.0,1590.0,1.0,4.0,4.0,3.0,3.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
1807,80000.0,448.0,1.0,1.0,1.0,1.0,1.0,2.0,2024.0,2.0,1.0,0,0,0,1,0
1808,480000.0,2102.0,2.0,3.0,4.0,3.0,3.0,2.0,2022.0,4.0,1.3333333333333333,0,1,0,0,0
1809,399510.0,1866.0,1.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1810,424000.0,2047.0,3.0,3.0,4.0,3.0,3.0,2.0,2021.0,5.0,1.3333333333333333,0,0,0,1,0
1811,300000.0,1472.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1812,305000.0,1530.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
1813,641371.0,3522.0,1.0,5.0,5.0,4.0,4.0,3.0,2026.0,0.0,1.0,0,0,0,1,0
1814,279000.0,1582.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
1815,284990.0,1539.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
1816,458645.0,2291.0,1.0,3.0,3.0,2.0,2.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
1817,726579.0,3470.0,2.0,5.0,4.0,4.0,4.0,2.0,2023.0,3.0,0.8,0,0,0,1,0
1818,259900.0,1613.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1819,399000.0,1776.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
1820,449990.0,2029.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
1821,358500.0,1830.0,1.0,3.0,3.0,2.0,2.0,2.0,2021.0,5.0,1.0,0,0,0,1,0
1822,959000.0,3273.0,2.0,4.0,4.0,3.0,3.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
1823,355000.0,2108.0,1.0,4.0,3.0,3.0,3.0,2.0,2020.0,6.0,0.75,0,0,0,1,0
1824,193990.0,1266.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
1825,269990.0,1280.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1826,215000.0,1229.0,1.0,3.0,1.0,1.0,1.0,2.0,1953.0,73.0,0.3333333333333333,0,0,0,1,0
1827,305627.0,1412.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1830,550000.0,2489.0,2.0,3.0,3.0,2.0,2.0,2.0,2020.0,6.0,1.0,0,0,0,1,0
1831,359900.0,2246.0,1.0,4.0,3.0,3.0,3.0,2.0,2019.0,7.0,0.75,0,0,0,1,0
1832,365000.0,2061.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
1833,310000.0,1790.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1835,225000.0,1626.0,2.0,3.0,3.0,2.0,2.0,1.0,2020.0,6.0,1.0,0,0,0,1,0
1836,399000.0,1687.0,3.0,3.0,4.0,3.0,3.0,2.0,2020.0,6.0,1.3333333333333333,0,0,0,1,0
1837,245999.0,1667.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
1838,330999.0,1904.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.6666666666666666,0,0,0,1,0
1839,324990.0,1670.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
1840,324000.0,3391.0,2.0,5.0,4.0,3.0,3.0,2.0,1980.0,46.0,0.8,0,0,0,1,0
1841,411245.0,2322.0,2.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
1842,411350.0,2837.0,2.0,5.0,4.0,4.0,4.0,2.0,2025.0,1.0,0.8,0,0,0,1,0
1843,289999.0,1638.0,1.0,3.0,2.0,2.0,2.0,2.0,2020.0,6.0,0.6666666666666666,0,0,0,1,0
1844,307990.0,1424.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1846,1395000.0,3865.0,4.0,4.0,5.0,4.0,4.0,2.0,2024.0,2.0,1.25,0,0,0,1,0
1847,465000.0,1776.0,2.0,4.0,2.0,2.0,2.0,2.0,1979.0,47.0,0.5,0,0,0,1,0
1848,271470.0,1501.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1850,394925.0,2266.0,1.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
1851,330000.0,1765.0,1.0,3.0,2.0,2.0,2.0,3.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1852,739000.0,2850.0,1.0,4.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
1853,449510.0,2800.0,2.0,5.0,4.0,4.0,4.0,2.0,2026.0,0.0,0.8,0,0,0,1,0
1854,439990.0,2193.0,1.0,4.0,3.0,3.0,3.0,3.0,2026.0,0.0,0.75,0,0,0,1,0
1855,399000.0,1636.0,1.0,3.0,2.0,2.0,2.0,2.0,2013.0,13.0,0.6666666666666666,0,0,0,1,0
1856,299500.0,1696.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
1857,389690.0,2897.0,2.0,5.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.6,0,0,0,1,0
1858,594900.0,3104.0,1.0,4.0,3.0,3.0,3.0,3.0,2025.0,1.0,0.75,0,0,0,1,0
1859,315000.0,1829.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
1860,359510.0,1518.0,2.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1861,290000.0,1401.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
1862,309990.0,2780.0,2.0,5.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.6,0,0,0,1,0
1863,532000.0,2850.0,2.0,5.0,4.0,3.0,3.0,2.0,2025.0,1.0,0.8,0,0,0,1,0
1864,286990.0,1667.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,1,0,0
1865,259990.0,1405.0,1.0,3.0,2.0,2.0,2.0,1.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
